otherCatalogNumbers,CatalogNumbers,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,macroRegion,eventDate,locality,recordedBy,associatedSequences
CTGAH4342,CTGAH4342,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Southeast Coast,NA,NA,NA,CTGAH4342
CTGAH4341,CTGAH4341,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Southeast Coast,NA,NA,NA,CTGAH4341
CTGAH4336,CTGAH4336,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4336
KX650405,KX650405,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Argentina,NA,Parana River,NA,NA,NA,KX650405
KX650398,KX650398,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Argentina,NA,Parana River,NA,NA,NA,KX650398
KX650396,KX650396,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Argentina,NA,Parana River,NA,NA,NA,KX650396
KX650395,KX650395,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Argentina,NA,Parana River,NA,NA,NA,KX650395
CTGAH4564,CTGAH4564,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4564
CTGAH4538,CTGAH4538,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4538
CTGAH4539,CTGAH4539,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4539
CTGAH4540,CTGAH4540,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4540
CTGAH4541,CTGAH4541,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4541
CTGAH4542,CTGAH4542,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4542
CTGAH4559,CTGAH4559,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4559
CTGAH4560,CTGAH4560,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4560
CTGAH4561,CTGAH4561,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4561
CTGAH4562,CTGAH4562,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4562
CTGAH4563,CTGAH4563,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,CTGAH4563
CTGAH4569,CTGAH4569,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4569
CTGAH4570,CTGAH4570,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4570
CTGAH4571,CTGAH4571,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4571
CTGAH4572,CTGAH4572,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4572
CTGAH4573,CTGAH4573,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4573
CTGAH4574,CTGAH4574,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4574
CTGAH4575,CTGAH4575,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4575
JRD010,JRD010,,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,JRD010
JRD011,JRD011,,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,JRD011
UFRGST4943,UFRGST4943,UFRGS,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,UFRGST4943
UFRGST4803,UFRGST4803,UFRGS,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,UFRGST4803
UFRGST4808,UFRGST4808,UFRGS,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,UFRGST4808
CTGAH4379,CTGAH4379,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4379
CTGAH611,CTGAH611,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH611
CTGAH612,CTGAH612,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH612
CTGAH1989,CTGAH1989,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH1989
CTGAH1990,CTGAH1990,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH1990
CTGAH1983,CTGAH1983,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH1983
CTGAH2639,CTGAH2639,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2639
CTGAH3338,CTGAH3338,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH3338
CTGAH4100,CTGAH4100,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,Upper Branco River,NA,NA,NA,CTGAH4100
CTGAH4101,CTGAH4101,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,Upper Branco River,NA,NA,NA,CTGAH4101
CTGAH4102,CTGAH4102,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,Upper Branco River,NA,NA,NA,CTGAH4102
CTGAH2630,CTGAH2630,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2630
CTGAH1988,CTGAH1988,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH1988
CTGAH1987,CTGAH1987,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH1987
ABAM3144,ABAM3144,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,ABAM3144
CTGAH4099,CTGAH4099,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4099
URCA14091,URCA14091,URCA,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,URCA14091
CTGAH1986,CTGAH1986,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH1986
CTGAH4385,CTGAH4385,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4385
CTGAH2239,CTGAH2239,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2239
URCA2306,URCA2306,URCA,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,URCA2306
JF315311,JF315311,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,southwestern Amazon,NA,NA,NA,JF315311
JF315307,JF315307,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,southwestern Amazon,NA,NA,NA,JF315307
JF315316,JF315316,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Brazil,NA,southwestern Amazon,NA,NA,NA,JF315316
EU496852,EU496852,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,EU496852
EU496857,EU496857,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,EU496857
EU496851,EU496851,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,EU496851
EU496859,EU496859,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus ,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,EU496859
EU496858,EU496858,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Peru,NA,Amazon,NA,NA,NA,EU496858
EU496860,EU496860,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Peru,NA,Amazon,NA,NA,NA,EU496860
EU496861,EU496861,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Peru,NA,Amazon,NA,NA,NA,EU496861
YPM015707,YPM015707,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015707
YPM015708,YPM015708,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015708
YPM015710,YPM015710,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015710
YPM015717,YPM015717,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015717
YPM015718,YPM015718,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015718
YPM015720,YPM015720,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus cf. fuscus,species,NA,NA,NA,NA,Costa Rica,NA,Caribbean,NA,NA,NA,YPM015720
YPM015721,YPM015721,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus cf. fuscus,species,NA,NA,NA,NA,Costa Rica,NA,Caribbean,NA,NA,NA,YPM015721
YPM015722,YPM015722,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus cf. fuscus,species,NA,NA,NA,NA,Costa Rica,NA,Caribbean,NA,NA,NA,YPM015722
YPM015723,YPM015723,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015723
YPM015725,YPM015725,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Costa Rica,NA,Pacific Coast,NA,NA,NA,YPM015725
YPM015536,YPM015536,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015536
YPM015538,YPM015538,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015538
YPM015540,YPM015540,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015540
YPM015541,YPM015541,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015541
YPM015543,YPM015543,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015543
YPM015544,YPM015544,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015544
YPM015545,YPM015545,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,YPM015545
YPM015823,YPM015823,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,YPM015823
YPM015826,YPM015826,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,YPM015826
YPM015827,YPM015827,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Peru,NA,southwestern Amazon,NA,NA,NA,YPM015827
YPM015395,YPM015395,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015395
YPM015396,YPM015396,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015396
YPM015397,YPM015397,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015397
YPM015402,YPM015402,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015402
YPM015403,YPM015403,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015403
YPM015404,YPM015404,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015404
YPM015410,YPM015410,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015410
YPM015412,YPM015412,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015412
YPM015418,YPM015418,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015418
YPM015419,YPM015419,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,YPM015419
YPM015853,YPM015853,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015853
YPM015854,YPM015854,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015854
YPM015855,YPM015855,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015855
